Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","9","Argentina","5410","Yield","1062","Eggs, hen, in shell","2020","2020","100mg/An","194866","Fc","Calculated data"
"QCL","Crops and livestock products","9","Argentina","5413","Yield","1062","Eggs, hen, in shell","2020","2020","No/An","332","Fc","Calculated data"
"QCL","Crops and livestock products","9","Argentina","5510","Production","1062","Eggs, hen, in shell","2020","2020","tonnes","873000","","Official data"
"QCL","Crops and livestock products","9","Argentina","5513","Production","1062","Eggs, hen, in shell","2020","2020","1000 No","14862000","","Official data"
"QCL","Crops and livestock products","9","Argentina","5313","Laying","1062","Eggs, hen, in shell","2020","2020","1000 Head","44800","","Official data"
"QCL","Crops and livestock products","9","Argentina","5510","Production","869","Fat, cattle","2020","2020","tonnes","249433","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","9","Argentina","5320","Producing Animals/Slaughtered","869","Fat, cattle","2020","2020","Head","13991415","","Official data"
"QCL","Crops and livestock products","9","Argentina","5510","Production","1019","Fat, goats","2020","2020","tonnes","557","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","9","Argentina","5320","Producing Animals/Slaughtered","1019","Fat, goats","2020","2020","Head","1109452","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","9","Argentina","5510","Production","1037","Fat, pigs","2020","2020","tonnes","116144","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","9","Argentina","5320","Producing Animals/Slaughtered","1037","Fat, pigs","2020","2020","Head","7006091","","Official data"
"QCL","Crops and livestock products","9","Argentina","5510","Production","979","Fat, sheep","2020","2020","tonnes","3780","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","9","Argentina","5320","Producing Animals/Slaughtered","979","Fat, sheep","2020","2020","Head","3081051","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","9","Argentina","5312","Area harvested","821","Fibre crops nes","2020","2020","ha","1522","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","9","Argentina","5419","Yield","821","Fibre crops nes","2020","2020","hg/ha","10171","Fc","Calculated data"
"QCL","Crops and livestock products","9","Argentina","5510","Production","821","Fibre crops nes","2020","2020","tonnes","1548","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","9","Argentina","5312","Area harvested","569","Figs","2020","2020","ha","273","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","9","Argentina","5419","Yield","569","Figs","2020","2020","hg/ha","31795","Fc","Calculated data"
"QCL","Crops and livestock products","9","Argentina","5510","Production","569","Figs","2020","2020","tonnes","868","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","9","Argentina","5312","Area harvested","773","Flax fibre and tow","2020","2020","ha","2796","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","9","Argentina","5419","Yield","773","Flax fibre and tow","2020","2020","hg/ha","9303","Fc","Calculated data"
"QCL","Crops and livestock products","9","Argentina","5510","Production","773","Flax fibre and tow","2020","2020","tonnes","2601","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","9","Argentina","5312","Area harvested","406","Garlic","2020","2020","ha","15229","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","9","Argentina","5419","Yield","406","Garlic","2020","2020","hg/ha","96269","Fc","Calculated data"
"QCL","Crops and livestock products","9","Argentina","5510","Production","406","Garlic","2020","2020","tonnes","146608","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","9","Argentina","5112","Stocks","1072","Geese and guinea fowls","2020","2020","1000 Head","165","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","9","Argentina","5111","Stocks","1016","Goats","2020","2020","Head","4695830","","Official data"
"QCL","Crops and livestock products","9","Argentina","5312","Area harvested","507","Grapefruit (inc. pomelos)","2020","2020","ha","4063","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","9","Argentina","5419","Yield","507","Grapefruit (inc. pomelos)","2020","2020","hg/ha","245914","Fc","Calculated data"
"QCL","Crops and livestock products","9","Argentina","5510","Production","507","Grapefruit (inc. pomelos)","2020","2020","tonnes","99915","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","9","Argentina","5312","Area harvested","560","Grapes","2020","2020","ha","214798","","Official data"
"QCL","Crops and livestock products","9","Argentina","5419","Yield","560","Grapes","2020","2020","hg/ha","95706","Fc","Calculated data"
"QCL","Crops and livestock products","9","Argentina","5510","Production","560","Grapes","2020","2020","tonnes","2055746","","Official data"
"QCL","Crops and livestock products","9","Argentina","5312","Area harvested","242","Groundnuts, with shell","2020","2020","ha","367377","","Official data"
"QCL","Crops and livestock products","9","Argentina","5419","Yield","242","Groundnuts, with shell","2020","2020","hg/ha","34989","Fc","Calculated data"
"QCL","Crops and livestock products","9","Argentina","5510","Production","242","Groundnuts, with shell","2020","2020","tonnes","1285431","","Official data"
"QCL","Crops and livestock products","9","Argentina","5420","Yield","919","Hides, cattle, fresh","2020","2020","hg/An","366","Fc","Calculated data"
"QCL","Crops and livestock products","9","Argentina","5510","Production","919","Hides, cattle, fresh","2020","2020","tonnes","512349","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","9","Argentina","5320","Producing Animals/Slaughtered","919","Hides, cattle, fresh","2020","2020","Head","13991415","","Official data"
"QCL","Crops and livestock products","9","Argentina","5510","Production","1182","Honey, natural","2020","2020","tonnes","74403","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","9","Argentina","5312","Area harvested","677","Hops","2020","2020","ha","384","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","9","Argentina","5419","Yield","677","Hops","2020","2020","hg/ha","12266","Fc","Calculated data"
"QCL","Crops and livestock products","9","Argentina","5510","Production","677","Hops","2020","2020","tonnes","471","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","9","Argentina","5111","Stocks","1096","Horses","2020","2020","Head","2586855","","Official data"
"QCL","Crops and livestock products","9","Argentina","5312","Area harvested","497","Lemons and limes","2020","2020","ha","54947","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","9","Argentina","5419","Yield","497","Lemons and limes","2020","2020","hg/ha","331815","Fc","Calculated data"
"QCL","Crops and livestock products","9","Argentina","5510","Production","497","Lemons and limes","2020","2020","tonnes","1823226","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","9","Argentina","5312","Area harvested","201","Lentils","2020","2020","ha","32906","","Official data"
"QCL","Crops and livestock products","9","Argentina","5419","Yield","201","Lentils","2020","2020","hg/ha","10477","Fc","Calculated data"
"QCL","Crops and livestock products","9","Argentina","5510","Production","201","Lentils","2020","2020","tonnes","34476","","Official data"
"QCL","Crops and livestock products","9","Argentina","5312","Area harvested","333","Linseed","2020","2020","ha","8000","*","Unofficial figure"
"QCL","Crops and livestock products","9","Argentina","5419","Yield","333","Linseed","2020","2020","hg/ha","12500","Fc","Calculated data"
"QCL","Crops and livestock products","9","Argentina","5510","Production","333","Linseed","2020","2020","tonnes","10000","*","Unofficial figure"
"QCL","Crops and livestock products","9","Argentina","5312","Area harvested","210","Lupins","2020","2020","ha","105","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","9","Argentina","5419","Yield","210","Lupins","2020","2020","hg/ha","15333","Fc","Calculated data"
"QCL","Crops and livestock products","9","Argentina","5510","Production","210","Lupins","2020","2020","tonnes","161","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","9","Argentina","5312","Area harvested","56","Maize","2020","2020","ha","7730506","","Official data"
"QCL","Crops and livestock products","9","Argentina","5419","Yield","56","Maize","2020","2020","hg/ha","75539","Fc","Calculated data"
"QCL","Crops and livestock products","9","Argentina","5510","Production","56","Maize","2020","2020","tonnes","58395811","","Official data"
"QCL","Crops and livestock products","9","Argentina","5312","Area harvested","571","Mangoes, mangosteens, guavas","2020","2020","ha","275","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","9","Argentina","5419","Yield","571","Mangoes, mangosteens, guavas","2020","2020","hg/ha","80291","Fc","Calculated data"
"QCL","Crops and livestock products","9","Argentina","5510","Production","571","Mangoes, mangosteens, guavas","2020","2020","tonnes","2208","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","9","Argentina","5312","Area harvested","671","Maté","2020","2020","ha","177530","","Official data"
"QCL","Crops and livestock products","9","Argentina","5419","Yield","671","Maté","2020","2020","hg/ha","45821","Fc","Calculated data"
"QCL","Crops and livestock products","9","Argentina","5510","Production","671","Maté","2020","2020","tonnes","813454","","Official data"
"QCL","Crops and livestock products","9","Argentina","5510","Production","1166","Meat nes","2020","2020","tonnes","126","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","9","Argentina","5320","Producing Animals/Slaughtered","1166","Meat nes","2020","2020","Head","","M","Data not available"
"QCL","Crops and livestock products","9","Argentina","5417","Yield/Carcass Weight","1108","Meat, ass","2020","2020","hg/An","1500","Fc","Calculated data"
"QCL","Crops and livestock products","9","Argentina","5510","Production","1108","Meat, ass","2020","2020","tonnes","162","","Official data"
"QCL","Crops and livestock products","9","Argentina","5320","Producing Animals/Slaughtered","1108","Meat, ass","2020","2020","Head","1080","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","9","Argentina","5417","Yield/Carcass Weight","867","Meat, cattle","2020","2020","hg/An","2265","Fc","Calculated data"
"QCL","Crops and livestock products","9","Argentina","5510","Production","867","Meat, cattle","2020","2020","tonnes","3168472","","Official data"
"QCL","Crops and livestock products","9","Argentina","5320","Producing Animals/Slaughtered","867","Meat, cattle","2020","2020","Head","13991415","","Official data"
"QCL","Crops and livestock products","9","Argentina","5424","Yield/Carcass Weight","1058","Meat, chicken","2020","2020","0.1g/An","29297","Fc","Calculated data"
"QCL","Crops and livestock products","9","Argentina","5510","Production","1058","Meat, chicken","2020","2020","tonnes","2219238","","Official data"
